PROVIDERID,ProviderName,INTAKEID,YEAR,COMMENCEMENTDATE,ENDDATE,ORIENTATIONDATE,APPLICATIONDEADLINE,ISOPEN,TENTATIVE
,South Australian Institute of Business and Technology (SAIBT),SN_I_2181,2030,8/12/2030,12/6/2030,12/6/2030,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2182,2030,8/26/2030,9/27/2030,9/27/2030,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2183,2030,10/8/2030,11/8/2030,11/8/2030,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2184,2030,10/14/2030,1/31/2031,1/31/2031,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2185,2030,11/11/2030,12/13/2030,12/13/2030,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2186,2030,2/25/2030,5/24/2030,5/24/2030,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2187,2030,2/25/2030,5/24/2030,5/24/2030,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2188,2030,6/24/2030,9/20/2030,9/20/2030,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2189,2030,6/24/2030,9/20/2030,9/20/2030,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2190,2030,10/21/2030,1/24/2031,1/24/2031,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2191,2030,10/21/2030,1/24/2031,1/24/2031,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2192,2030,2/18/2030,5/12/2030,5/12/2030,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2193,2030,4/1/2030,5/12/2030,5/12/2030,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2194,2030,6/3/2030,8/25/2030,8/25/2030,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2195,2030,7/15/2030,8/25/2030,8/25/2030,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2196,2030,9/16/2030,12/8/2030,12/8/2030,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2197,2030,11/4/2030,2/9/2031,2/9/2031,,YES,NO
,University of Adelaide,SN_I_2198,2030,1/28/2030,7/20/2030,7/20/2030,,YES,NO
,University of Adelaide,SN_I_2199,2030,7/23/2030,12/17/2030,12/17/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2200,2030,1/4/2030,2/5/2030,2/5/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2201,2030,1/18/2030,3/7/2030,3/7/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2202,2030,1/25/2030,3/19/2030,3/19/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2203,2030,2/1/2030,5/21/2030,5/21/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2204,2030,2/4/2030,6/30/2030,6/30/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2205,2030,2/15/2030,3/19/2030,3/19/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2206,2030,3/1/2030,6/4/2030,6/4/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2207,2030,3/1/2030,4/16/2030,4/16/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2208,2030,3/15/2030,5/2/2030,5/2/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2209,2030,3/22/2030,4/23/2030,4/23/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2210,2030,3/30/2030,5/14/2030,5/14/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2211,2030,5/3/2030,6/4/2030,6/4/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2212,2030,5/10/2030,6/25/2030,6/25/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2213,2030,5/10/2030,6/27/2030,6/27/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2214,2030,6/1/2030,7/23/2030,7/23/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2215,2030,6/7/2030,7/9/2030,7/9/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2216,2030,6/7/2030,7/23/2030,7/23/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2217,2030,6/28/2030,10/1/2030,10/1/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2218,2030,7/5/2030,8/22/2030,8/22/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2219,2030,7/19/2030,8/20/2030,8/20/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2220,2030,7/19/2030,9/3/2030,9/3/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2221,2030,8/2/2030,9/17/2030,9/17/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2222,2030,8/5/2030,12/31/2030,12/31/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2223,2030,8/23/2030,9/24/2030,9/24/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2224,2030,8/30/2030,10/17/2030,10/17/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2225,2030,9/27/2030,11/19/2030,11/19/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2226,2030,9/27/2030,11/12/2030,11/12/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2227,2030,10/5/2030,1/28/2030,1/28/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2228,2030,10/5/2030,11/5/2030,11/5/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2229,2030,10/25/2030,1/28/2030,1/28/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2230,2030,10/25/2030,12/12/2030,12/12/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2231,2030,11/15/2030,12/17/2030,12/17/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2232,2030,11/24/2030,1/23/2030,1/23/2030,,YES,NO
SN_P_0014,University of Canberra,SN_I_2233,2030,11/29/2030,1/28/2030,1/28/2030,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_2234,2030,2/21/2030,6/30/2030,6/30/2030,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_2235,2030,7/5/2030,12/31/2030,12/31/2030,,YES,NO
,"University of Tasmania, Melbourne and Sydney Study Centres",SN_I_2236,2030,2/25/2030,6/30/2030,6/30/2030,,YES,NO
,"University of Tasmania, Melbourne and Sydney Study Centres",SN_I_2237,2030,7/22/2030,12/30/2030,12/30/2030,,YES,NO
SN_P_0020,UTS College,SN_I_2238,2030,2/4/2030,6/30/2030,6/30/2030,,YES,NO
SN_P_0020,UTS College,SN_I_2239,2030,7/29/2030,12/31/2030,12/31/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2240,2030,1/14/2030,8/2/2030,8/2/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2241,2030,2/18/2030,4/19/2030,4/19/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2242,2030,2/18/2030,3/15/2030,3/15/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2243,2030,3/18/2030,4/19/2030,4/19/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2244,2030,4/29/2030,6/21/2030,6/21/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2245,2030,4/29/2030,5/24/2030,5/24/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2246,2030,5/27/2030,6/21/2030,6/21/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2247,2030,6/17/2030,7/19/2030,7/19/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2248,2030,7/29/2030,9/20/2030,9/20/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2249,2030,7/29/2030,8/23/2030,8/23/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2250,2030,8/26/2030,9/20/2030,9/20/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2251,2030,9/30/2030,11/22/2030,11/22/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2252,2030,9/30/2030,10/25/2030,10/25/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2253,2030,10/28/2030,11/22/2030,11/22/2030,,YES,NO
,"Victoria University, Brisbane and Sydney",SN_I_2254,2030,11/25/2030,7/2/2031,7/2/2031,,YES,NO
SN_P_0021,Western Sydney University,SN_I_2255,2030,2/4/2030,6/17/2030,6/17/2030,,YES,NO
SN_P_0021,Western Sydney University,SN_I_2256,2030,2/25/2030,5/24/2030,5/24/2030,,YES,NO
SN_P_0021,Western Sydney University,SN_I_2257,2030,3/4/2030,7/15/2030,7/15/2030,,YES,NO
SN_P_0021,Western Sydney University,SN_I_2258,2030,6/24/2030,9/20/2030,9/20/2030,,YES,NO
SN_P_0021,Western Sydney University,SN_I_2259,2030,7/22/2030,1/31/2031,1/31/2031,,YES,NO
SN_P_0021,Western Sydney University,SN_I_2260,2030,10/28/2030,2/7/2031,2/7/2031,,YES,NO
SN_P_0032,Western Sydney University International College,SN_I_2261,2030,3/4/2030,7/15/2030,7/15/2030,,YES,NO
SN_P_0032,Western Sydney University International College,SN_I_2262,2030,7/22/2030,1/31/2031,1/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2263,2031,1/11/2031,4/18/2031,4/18/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2264,2031,1/11/2031,4/18/2031,4/18/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2265,2031,1/11/2031,4/18/2031,4/18/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2266,2031,1/11/2031,4/18/2031,4/18/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2267,2031,1/12/2031,3/7/2031,3/7/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2268,2031,1/12/2031,3/7/2031,3/7/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2269,2031,1/12/2031,3/7/2031,3/7/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2270,2031,1/12/2031,3/7/2031,3/7/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2271,2031,1/13/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2272,2031,1/13/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2273,2031,1/13/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2274,2031,1/13/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2275,2031,3/3/2031,6/20/2031,6/20/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2276,2031,3/3/2031,6/20/2031,6/20/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2277,2031,3/3/2031,6/20/2031,6/20/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2278,2031,3/3/2031,6/20/2031,6/20/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2279,2031,3/4/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2280,2031,3/4/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2281,2031,3/4/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2282,2031,3/4/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2283,2031,3/5/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2284,2031,3/5/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2285,2031,3/5/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2286,2031,3/5/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2287,2031,3/9/2031,6/13/2031,6/13/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2288,2031,3/9/2031,6/13/2031,6/13/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2289,2031,3/9/2031,6/13/2031,6/13/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2290,2031,3/9/2031,6/13/2031,6/13/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2291,2031,3/10/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2292,2031,3/10/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2293,2031,3/10/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2294,2031,3/10/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2295,2031,5/4/2031,8/8/2031,8/8/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2296,2031,5/4/2031,8/8/2031,8/8/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2297,2031,5/4/2031,8/8/2031,8/8/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2298,2031,5/4/2031,8/8/2031,8/8/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2299,2031,5/5/2031,6/27/2031,6/27/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2300,2031,5/5/2031,6/27/2031,6/27/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2301,2031,5/5/2031,6/27/2031,6/27/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2302,2031,5/5/2031,6/27/2031,6/27/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2303,2031,5/26/2031,8/15/2031,8/15/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2304,2031,5/26/2031,8/15/2031,8/15/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2305,2031,5/26/2031,8/15/2031,8/15/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2306,2031,5/26/2031,8/15/2031,8/15/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2307,2031,6/29/2031,10/3/2031,10/3/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2308,2031,6/29/2031,10/3/2031,10/3/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2309,2031,6/29/2031,10/3/2031,10/3/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2310,2031,6/29/2031,10/3/2031,10/3/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2311,2031,6/30/2031,8/22/2031,8/22/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2312,2031,6/30/2031,8/22/2031,8/22/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2313,2031,6/30/2031,8/22/2031,8/22/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2314,2031,6/30/2031,8/22/2031,8/22/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2315,2031,7/14/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2316,2031,7/14/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2317,2031,7/14/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2318,2031,7/14/2031,10/31/2031,10/31/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2319,2031,7/15/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2320,2031,7/15/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2321,2031,7/15/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2322,2031,7/15/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2323,2031,7/16/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2324,2031,7/16/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2325,2031,7/16/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2326,2031,7/16/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2327,2031,8/24/2031,11/28/2031,11/28/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2328,2031,8/24/2031,11/28/2031,11/28/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2329,2031,8/24/2031,11/28/2031,11/28/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2330,2031,8/24/2031,11/28/2031,11/28/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2331,2031,8/25/2031,10/17/2031,10/17/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2332,2031,8/25/2031,10/17/2031,10/17/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2333,2031,8/25/2031,10/17/2031,10/17/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2334,2031,8/25/2031,10/17/2031,10/17/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2335,2031,9/1/2031,12/19/2031,12/19/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2336,2031,9/1/2031,12/19/2031,12/19/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2337,2031,9/1/2031,12/19/2031,12/19/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2338,2031,9/1/2031,12/19/2031,12/19/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2339,2031,10/19/2031,2/20/2032,2/20/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2340,2031,10/19/2031,2/20/2032,2/20/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2341,2031,10/19/2031,2/20/2032,2/20/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2342,2031,10/19/2031,2/20/2032,2/20/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2343,2031,10/20/2031,12/12/2031,12/12/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2344,2031,10/20/2031,12/12/2031,12/12/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2345,2031,10/20/2031,12/12/2031,12/12/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2346,2031,10/20/2031,12/12/2031,12/12/2031,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2347,2031,11/17/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2348,2031,11/17/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2349,2031,11/17/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2350,2031,11/17/2031,2/13/2032,2/13/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2351,2031,11/18/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2352,2031,11/18/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2353,2031,11/18/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2354,2031,11/18/2031,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2355,2031,11/19/2031,10/29/2032,10/29/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2356,2031,11/19/2031,10/29/2032,10/29/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2357,2031,11/19/2031,10/29/2032,10/29/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2358,2031,11/19/2031,10/29/2032,10/29/2032,,YES,NO
SN_P_0006,Deakin University,SN_I_2359,2031,7/3/2031,11/30/2031,11/30/2031,,YES,NO
SN_P_0006,Deakin University,SN_I_2360,2031,7/13/2031,11/30/2031,11/30/2031,,YES,NO
SN_P_0006,Deakin University,SN_I_2361,2031,11/9/2031,2/19/2032,2/19/2032,,YES,NO
SN_P_0018,Eynesbury College,SN_I_2362,2031,2/17/2031,7/11/2031,7/11/2031,,YES,NO
SN_P_0018,Eynesbury College,SN_I_2363,2031,2/17/2031,7/31/2031,7/31/2031,,YES,NO
SN_P_0018,Eynesbury College,SN_I_2364,2031,7/14/2031,12/12/2031,12/12/2031,,YES,NO
SN_P_0018,Eynesbury College,SN_I_2365,2031,8/11/2031,12/31/2031,12/31/2031,,YES,NO
SN_P_0007,Flinders University,SN_I_2366,2031,2/17/2031,7/11/2031,7/11/2031,,YES,NO
SN_P_0007,Flinders University,SN_I_2367,2031,2/24/2031,12/15/2031,12/15/2031,,YES,NO
SN_P_0007,Flinders University,SN_I_2368,2031,3/3/2031,7/6/2031,7/6/2031,,YES,NO
SN_P_0007,Flinders University,SN_I_2369,2031,7/28/2031,12/15/2031,12/15/2031,,YES,NO
SN_P_0025,Griffith College,SN_I_2370,2031,2/24/2031,6/30/2031,6/30/2031,,YES,NO
SN_P_0025,Griffith College,SN_I_2371,2031,7/7/2031,11/30/2031,11/30/2031,,YES,NO
SN_P_0008,La Trobe University,SN_I_2372,2031,1/1/2031,6/30/2031,6/30/2031,,YES,NO
SN_P_0008,La Trobe University,SN_I_2373,2031,3/3/2031,5/30/2031,5/30/2031,,YES,NO
SN_P_0008,La Trobe University,SN_I_2374,2031,7/1/2031,12/31/2031,12/31/2031,,YES,NO
SN_P_0008,La Trobe University,SN_I_2375,2031,7/28/2031,10/24/2031,10/24/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2376,2031,1/6/2031,3/23/2031,3/23/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2377,2031,2/10/2031,4/4/2031,4/4/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2378,2031,2/24/2031,5/2/2031,5/2/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2379,2031,3/31/2031,6/15/2031,6/15/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2380,2031,4/7/2031,5/30/2031,5/30/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2381,2031,5/12/2031,7/11/2031,7/11/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2382,2031,6/2/2031,7/25/2031,7/25/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2383,2031,6/10/2031,7/11/2031,7/11/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2384,2031,6/23/2031,9/7/2031,9/7/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2385,2031,7/28/2031,9/26/2031,9/26/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2386,2031,8/4/2031,9/26/2031,9/26/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2387,2031,9/15/2031,11/30/2031,11/30/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2388,2031,10/6/2031,11/28/2031,11/28/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2389,2031,10/7/2031,12/5/2031,12/5/2031,,YES,NO
SN_P_0001,Macquarie University,SN_I_2390,2031,12/8/2031,2/6/2032,2/6/2032,,YES,NO
SN_P_0001,Macquarie University,SN_I_2391,2031,12/15/2031,2/13/2032,2/13/2032,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2392,2031,2/17/2031,7/31/2031,7/31/2031,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2393,2031,2/23/2031,7/31/2031,7/31/2031,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2394,2031,7/20/2031,12/31/2031,12/31/2031,,YES,NO
,South Australian Institute of Business and Technology (SAIBT),SN_I_2395,2031,8/11/2031,12/31/2031,12/31/2031,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2396,2031,2/24/2031,5/23/2031,5/23/2031,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2397,2031,2/24/2031,5/23/2031,5/23/2031,,YES,NO
SN_P_0024,Sydney Institute of Business and Technology (SIBT),SN_I_2398,2031,6/23/2031,9/19/2031,9/19/2031,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2399,2031,2/17/2031,5/11/2031,5/11/2031,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2400,2031,3/31/2031,5/11/2031,5/11/2031,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2401,2031,6/2/2031,8/24/2031,8/24/2031,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2402,2031,7/14/2031,8/24/2031,8/24/2031,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2403,2031,9/15/2031,12/7/2031,12/7/2031,,YES,NO
SN_P_0031,Torrens University Australia,SN_I_2404,2031,11/3/2031,2/8/2032,2/8/2032,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_2405,2031,2/21/2031,6/30/2031,6/30/2031,,YES,NO
SN_P_0019,University of Tasmania (UTAS),SN_I_2406,2031,7/5/2031,12/31/2031,12/31/2031,,YES,NO
SN_P_0020,UTS College,SN_I_2407,2031,2/3/2031,6/30/2031,6/30/2031,,YES,NO
SN_P_0020,UTS College,SN_I_2408,2031,7/28/2031,12/31/2031,12/31/2031,,YES,NO
SN_P_0032,Western Sydney University International College,SN_I_2409,2031,3/3/2031,7/14/2031,7/14/2031,,YES,NO
SN_P_0032,Western Sydney University International College,SN_I_2410,2031,7/21/2031,1/30/2032,1/30/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2411,2032,1/10/2032,4/16/2032,4/16/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2412,2032,1/10/2032,4/16/2032,4/16/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2413,2032,1/10/2032,4/16/2032,4/16/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2414,2032,1/10/2032,4/16/2032,4/16/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2415,2032,1/11/2032,3/5/2032,3/5/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2416,2032,1/11/2032,3/5/2032,3/5/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2417,2032,1/11/2032,3/5/2032,3/5/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2418,2032,1/11/2032,3/5/2032,3/5/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2419,2032,1/12/2032,4/30/2032,4/30/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2420,2032,1/12/2032,4/30/2032,4/30/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2421,2032,1/12/2032,4/30/2032,4/30/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2422,2032,1/12/2032,4/30/2032,4/30/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2423,2032,3/1/2032,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2424,2032,3/1/2032,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2425,2032,3/1/2032,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2426,2032,3/1/2032,6/18/2032,6/18/2032,,YES,NO
SN_P_0002,Charles Sturt University,SN_I_2427,2032,3/2/2032,10/29/2032,10/29/2032,,YES,NO
